user_name,true_risk,predicted_risk,vh_proba,extreme_proba,high_proba,low_proba
paulo_henrique_05218,Very High,No risk,0.0795,0.0000,0.0000,0.0055
dee_904,Low,No risk,0.0000,0.0000,0.0000,0.0062
kla4545_3636,No risk,No risk,0.0000,0.0000,0.0000,0.0088
xracerd_9494,No risk,No risk,0.0000,0.0000,0.0000,0.0009
meme_72,Low,No risk,0.0214,0.0029,0.0000,0.0055
elcomboy7_215,Low,No risk,0.0000,0.0000,0.0000,0.0526
dooley_8983,No risk,No risk,0.0000,0.0000,0.0000,0.0294
jude_rogers_4788,Extreme,No risk,0.0006,0.0002,0.0000,0.0377
u441511415,High,No risk,0.0000,0.0001,0.0000,0.0310
u313120689,No risk,No risk,0.0000,0.0000,0.0000,0.0000
sinfulache,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u505564392,No risk,No risk,0.0000,0.0000,0.0000,0.0000
dustin_2639,No risk,No risk,0.0000,0.0000,0.0000,0.1255
moe_355,No risk,No risk,0.0000,0.0000,0.0000,0.0020
yanmc_tu_play_b_0890,No risk,No risk,0.0000,0.0001,0.0000,0.0033
kev_7492,No risk,No risk,0.0024,0.0001,0.0000,0.0074
u441504171,No risk,No risk,0.0148,0.0041,0.0000,0.0080
u135481117,No risk,No risk,0.0000,0.0000,0.0000,0.0000
john_575,Extreme,No risk,0.0005,0.0026,0.0000,0.0195
maceo_florida_9048,Very High,No risk,0.0772,0.0000,0.0000,0.0126
kingpayson_2418,Very High,No risk,0.0153,0.0032,0.0001,0.0732
ashish_anu_8495,Very High,No risk,0.1927,0.0000,0.0000,0.0197
brett_drallin_5129,Very High,No risk,0.0062,0.0038,0.0000,0.0155
jack_ranson_8442,No risk,No risk,0.0000,0.0000,0.0000,0.0129
u441665168,Low,No risk,0.0444,0.0000,0.0000,0.0614
jon_196,No risk,No risk,0.0000,0.0000,0.0000,0.0146
giuseppe_meleca_2553,Low,No risk,0.0087,0.0083,0.0000,0.0887
rg2014_3446,Low,No risk,0.0815,0.0138,0.0000,0.0447
katraman_el_leo_7213,Low,No risk,0.1017,0.0000,0.0000,0.5519
alleyesonme_5616,No risk,No risk,0.0000,0.0000,0.0000,0.0011
ryan_515,Extreme,No risk,0.0051,0.0424,0.0000,0.3319
kb_9112,Extreme,No risk,0.0221,0.0390,0.0000,0.1945
u441661634,Low,No risk,0.0657,0.0021,0.0000,0.0456
sugarbear_1200,Low,No risk,0.0000,0.0000,0.0000,0.0723
larue_4,No risk,No risk,0.0000,0.0000,0.0000,0.0012
massimo_fiumi_5875,Low,Low,0.1710,0.0000,0.0000,0.6785
brian_19,No risk,No risk,0.0001,0.0000,0.0000,0.0272
pavel_dungeon_7388,Low,No risk,0.0000,0.0000,0.0000,0.3870
max_sharp_835,High,No risk,0.0000,0.0000,0.0000,0.1242
u441655222,Low,No risk,0.0000,0.0000,0.0000,0.0000
skyon_4,Low,No risk,0.0151,0.0002,0.0000,0.1353
max_sharp_6422,Low,No risk,0.0000,0.0000,0.0000,0.0394
junkmaster_2505,Very High,No risk,0.0271,0.0000,0.0000,0.3148
david_c_3137,No risk,No risk,0.0000,0.0000,0.0000,0.0007
matt_71,Low,No risk,0.0013,0.0033,0.0000,0.1214
tonyrichet_7414,Very High,No risk,0.0311,0.0000,0.0000,0.4027
allan_11,Low,No risk,0.0000,0.0000,0.0000,0.1643
cali420_7741,Very High,No risk,0.0031,0.0000,0.0000,0.1277
u367205985,No risk,No risk,0.0000,0.0000,0.0000,0.0000
tommy_38,No risk,No risk,0.0021,0.0083,0.0000,0.0879
jose_940,Extreme,No risk,0.0003,0.0002,0.0000,0.0359
kgb_730,No risk,No risk,0.0000,0.0000,0.0000,0.0032
kyle_tischart_9786,No risk,No risk,0.0000,0.0000,0.0001,0.2107
david_kraft_7027,No risk,No risk,0.0000,0.0000,0.0000,0.0177
jordamis_522,No risk,No risk,0.0023,0.0095,0.0000,0.0169
u441487410,No risk,No risk,0.0035,0.0001,0.0000,0.0279
will_stone_9136,No risk,No risk,0.0000,0.0000,0.0000,0.0046
migue_8,No risk,No risk,0.0015,0.0000,0.0000,0.0067
z_dog_37,No risk,No risk,0.0006,0.0024,0.0000,0.0395
asso_67,Low,No risk,0.0000,0.0000,0.0000,0.0343
tim_276,Extreme,No risk,0.0015,0.0060,0.0000,0.0167
ramandeep_1387,No risk,No risk,0.0000,0.0000,0.0000,0.0077
flannisoda_8333,No risk,No risk,0.0023,0.0003,0.0000,0.0023
drinking_games_82077,No risk,No risk,0.0000,0.0000,0.0000,0.0181
u473137326,No risk,No risk,0.0000,0.0000,0.0000,0.0000
carlosmartinez1989,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u27822076,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u521023276,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u529528582,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u419054308,No risk,No risk,0.0000,0.0000,0.0000,0.0000
nikki_sweetalla_9046,No risk,No risk,0.0119,0.0001,0.0000,0.0919
u473164300,No risk,No risk,0.0000,0.0000,0.0000,0.0000
wcoyoteman_1465,No risk,No risk,0.0000,0.0000,0.0000,0.0000
panicaliance,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jonas_4,No risk,No risk,0.0015,0.0018,0.0000,0.0201
droc_768,No risk,No risk,0.0046,0.0000,0.0000,0.0157
cody_27,No risk,No risk,0.0000,0.0000,0.0000,0.0521
matt_davis_7158,No risk,No risk,0.0000,0.0000,0.0000,0.0044
lorinth69_7578,Low,No risk,0.0960,0.0000,0.0000,0.0018
mike_550,No risk,No risk,0.0000,0.0000,0.0000,0.0589
u425885617,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u159435976,No risk,No risk,0.0000,0.0000,0.0000,0.0000
xotwodxo,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u234613243,No risk,No risk,0.0000,0.0000,0.0000,0.0000
rdoc9291,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u532537604,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u530175156,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u85104084,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u21763002,No risk,No risk,0.0000,0.0000,0.0000,0.0000
mark42293552,No risk,No risk,0.0000,0.0000,0.0000,0.0000
hmcgr38512,No risk,No risk,0.0000,0.0000,0.0000,0.0000
vini_luchi,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u524663292,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u216188241,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u324082467,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u73693852,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u245982247,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u350586139,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u167759439,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u106900860,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u317766454,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u418088102,No risk,No risk,0.0000,0.0000,0.0000,0.0000
ramiro,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u465198749,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u365200830,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jaybird3225,No risk,No risk,0.0000,0.0000,0.0000,0.0000
nevets6789,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u20114515,No risk,No risk,0.0000,0.0000,0.0000,0.0000
vicente31,No risk,No risk,0.0000,0.0000,0.0000,0.0000
dedamrazzg,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u498604276,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u518748353,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u475438426,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u53384320,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u263577193,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u12956890,No risk,No risk,0.0000,0.0000,0.0000,0.0000
satanicruz,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u369752145,No risk,No risk,0.0000,0.0000,0.0000,0.0000
braydon_r,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u295625913,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u292725330,No risk,No risk,0.0000,0.0000,0.0000,0.0000
lostheone,No risk,No risk,0.0000,0.0000,0.0000,0.0000
fasnic901,No risk,No risk,0.0000,0.0000,0.0000,0.0000
ajbelucky123,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u264617213,No risk,No risk,0.0000,0.0000,0.0000,0.0000
leonjuma,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u503948253,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u263932923,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jkkkk5743,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u528692260,No risk,No risk,0.0000,0.0000,0.0000,0.0000
n3s3b4l,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u127550148,No risk,No risk,0.0000,0.0000,0.0000,0.0000
pc945,No risk,No risk,0.0000,0.0000,0.0000,0.0000
chiefsfannn,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u232687773,No risk,No risk,0.0000,0.0000,0.0000,0.0000
kennyr78,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u333230759,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u532843885,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u455998533,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u328293671,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u478685870,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u442990304,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u8185969,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u99326114,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u190399574,No risk,No risk,0.0000,0.0000,0.0000,0.0000
eldadydary01,No risk,No risk,0.0000,0.0000,0.0000,0.0000
scheperoffire,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u83803552,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u247976020,No risk,No risk,0.0000,0.0000,0.0000,0.0000
xwestc,No risk,No risk,0.0000,0.0000,0.0000,0.0000
dtk216,No risk,No risk,0.0000,0.0000,0.0000,0.0000
carr2k23,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u113249204,No risk,No risk,0.0000,0.0000,0.0000,0.0000
eliasoliv,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u79231138,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u145297267,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u168793954,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u177370527,No risk,No risk,0.0000,0.0000,0.0000,0.0000
danieljoel99,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u509417093,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u368576439,No risk,No risk,0.0000,0.0000,0.0000,0.0000
lyfanso,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u18330324,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u404402155,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jgnarada,No risk,No risk,0.0000,0.0000,0.0000,0.0000
bustyandarmpits,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u78082204,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u196089338,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u7550686,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u430897590,No risk,No risk,0.0000,0.0000,0.0000,0.0000
hyperarcstudios,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u311523149,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u5547728,No risk,No risk,0.0000,0.0000,0.0000,0.0000
scottiedog90,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u518628586,No risk,No risk,0.0000,0.0000,0.0000,0.0000
bsggmoney,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u106670355,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u530881559,No risk,No risk,0.0000,0.0000,0.0000,0.0000
daddyslittlegirlll,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jhonnyboy26,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u286550414,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u72356534,No risk,No risk,0.0000,0.0000,0.0000,0.0000
elgasolina,No risk,No risk,0.0000,0.0000,0.0000,0.0000
sawyerob92,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u525900218,No risk,No risk,0.0000,0.0000,0.0000,0.0000
kg5255,No risk,No risk,0.0000,0.0000,0.0000,0.0000
noahcena21,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u378277132,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u552344843,No risk,No risk,0.0000,0.0000,0.0000,0.0000
dbarth3,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u548459644,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u56565587,No risk,No risk,0.0000,0.0000,0.0000,0.0000
willian26,No risk,No risk,0.0000,0.0000,0.0000,0.0000
franklin29,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u120122835,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u61360596,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u82941119,No risk,No risk,0.0000,0.0000,0.0000,0.0000
ca24704810,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jacksonjames1994,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u534489855,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u384285943,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u239687341,No risk,No risk,0.0000,0.0000,0.0000,0.0000
deltaeddy,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u376232690,No risk,No risk,0.0000,0.0000,0.0000,0.0000
eljavillo,No risk,No risk,0.0000,0.0000,0.0000,0.0000
ben24fr,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u376255129,No risk,No risk,0.0000,0.0000,0.0000,0.0000
artofseduction8,No risk,No risk,0.0000,0.0000,0.0000,0.0000
bmf6788,No risk,No risk,0.0000,0.0000,0.0000,0.0000
capito00,No risk,No risk,0.0000,0.0000,0.0000,0.0000
magnetic5,No risk,No risk,0.0000,0.0000,0.0000,0.0000
usamidwest,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u163875332,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u41024787,No risk,No risk,0.0000,0.0000,0.0000,0.0000
danabrun,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u383827543,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u433548308,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u77362943,No risk,No risk,0.0000,0.0000,0.0000,0.0000
stevedes,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u531932337,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u428829452,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u529636217,No risk,No risk,0.0000,0.0000,0.0000,0.0000
wwwoowzersss,No risk,No risk,0.0000,0.0000,0.0000,0.0000
bucky74,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u551181458,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u461545253,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u521805524,No risk,No risk,0.0000,0.0000,0.0000,0.0000
maccor,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u504260398,No risk,No risk,0.0000,0.0000,0.0000,0.0000
hilio,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u434039329,No risk,No risk,0.0000,0.0000,0.0000,0.0000
leon_gonzalez,No risk,No risk,0.0000,0.0000,0.0000,0.0000
joeknowssex,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u499176622,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u84642152,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u503059629,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u301573624,No risk,No risk,0.0000,0.0000,0.0000,0.0000
mightymike007,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u447704956,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u15047453,No risk,No risk,0.0000,0.0000,0.0000,0.0000
smalltitslover1,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u474179180,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u479165391,No risk,No risk,0.0000,0.0000,0.0000,0.0000
czechtomas95,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u558766269,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u563479738,No risk,No risk,0.0000,0.0000,0.0000,0.0000
balabala296,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u415417379,No risk,No risk,0.0000,0.0000,0.0000,0.0000
dan413,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u554379801,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u103879557,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u150048970,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u40559952,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u426658164,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u377122762,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u411565760,No risk,No risk,0.0000,0.0000,0.0000,0.0000
msw18,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u33121841,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u557574999,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u498525463,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u486233540,No risk,No risk,0.0000,0.0000,0.0000,0.0000
besmartbesafe,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u18930825,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u550842718,No risk,No risk,0.0000,0.0000,0.0000,0.0000
szabeex,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u431713237,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u78633409,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u114130979,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u347726979,No risk,No risk,0.0000,0.0000,0.0000,0.0000
csfetish69,No risk,No risk,0.0000,0.0000,0.0000,0.0000
reaperholywalker,No risk,No risk,0.0000,0.0000,0.0000,0.0000
ridwan_1,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u399139179,No risk,No risk,0.0000,0.0000,0.0000,0.0000
miguelrelaxing,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u55298202,No risk,No risk,0.0000,0.0000,0.0000,0.0000
yuma898,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u90696027,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u509433445,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u75845047,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u384047717,No risk,No risk,0.0000,0.0000,0.0000,0.0000
bigshowofcarolania,No risk,No risk,0.0000,0.0000,0.0000,0.0000
cammin423,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u542284940,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u546253964,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u88289469,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u444162195,No risk,No risk,0.0000,0.0000,0.0000,0.0000
itsplaytime6935,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u104057286,No risk,No risk,0.0000,0.0000,0.0000,0.0000
kirklilam,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u294642733,No risk,No risk,0.0000,0.0000,0.0000,0.0000
6eft53fg6,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u557946837,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u516291211,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u392662443,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u131045892,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u526243682,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u526244130,No risk,No risk,0.0000,0.0001,0.0000,0.0030
u526234385,No risk,No risk,0.0000,0.0002,0.0001,0.0017
u526234907,No risk,No risk,0.0000,0.0000,0.0000,0.0001
u526233981,No risk,No risk,0.0000,0.0000,0.0000,0.0001
u526095891,Low,No risk,0.0000,0.0000,0.0000,0.0000
u530965546,Extreme,No risk,0.0000,0.0004,0.0000,0.0008
u538288257,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u539792817,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u539789914,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u539779827,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u539777974,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u538487121,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u538486010,No risk,No risk,0.0000,0.0000,0.0000,0.0001
u538290796,No risk,No risk,0.0000,0.0000,0.0000,0.0001
u529653227,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u527642416,No risk,No risk,0.0000,0.0000,0.0000,0.0010
u527487190,No risk,No risk,0.0000,0.0000,0.0000,0.0011
u530965873,Extreme,No risk,0.0000,0.0004,0.0000,0.0008
u538280836,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u538278649,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u528161169,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u527481114,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u526233176,Extreme,No risk,0.0000,0.0002,0.0000,0.0004
u526232965,Extreme,No risk,0.0000,0.0003,0.0000,0.0002
u526242391,Extreme,No risk,0.0000,0.0003,0.0001,0.0019
u526236000,Extreme,No risk,0.0000,0.0001,0.0000,0.0022
u525906354,Extreme,No risk,0.0000,0.0001,0.0000,0.0003
u525902710,Extreme,No risk,0.0000,0.0001,0.0000,0.0003
u525838936,Low,No risk,0.0000,0.0000,0.0000,0.0016
u526242606,No risk,No risk,0.0000,0.0002,0.0005,0.0013
u526087282,Low,No risk,0.0000,0.0000,0.0000,0.0042
u532782569,Extreme,Extreme,0.0012,1.0000,0.0620,0.9557
u532783260,Extreme,Extreme,0.0491,1.0000,0.0357,0.9774
u532776550,Extreme,Extreme,0.0084,1.0000,0.9579,0.9918
u532777259,Extreme,Extreme,0.0174,1.0000,0.9584,0.9930
u532777835,Extreme,Extreme,0.0238,1.0000,0.9452,0.9926
u532781904,Extreme,Extreme,0.0554,1.0000,0.0515,0.9743
austin_fire3,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u95672686,No risk,No risk,0.0000,0.0000,0.0000,0.0000
hoster_atr,No risk,No risk,0.0000,0.0000,0.0000,0.0000
arturking777,No risk,No risk,0.0000,0.0000,0.0000,0.0000
chojuan7110,No risk,No risk,0.0000,0.0000,0.0000,0.0000
renejusrred,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u551762396,No risk,No risk,0.0000,0.0000,0.0000,0.0000
j2466,No risk,No risk,0.0000,0.0000,0.0000,0.0000
facemob1,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u547334372,No risk,No risk,0.0000,0.0000,0.0000,0.0000
alegrinimelamame,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u548330031,Very High,No risk,0.0000,0.0002,0.0000,0.0018
u547324347,No risk,No risk,0.0000,0.0000,0.0000,0.0000
lovetits02,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u548328104,Extreme,No risk,0.0000,0.0002,0.0000,0.0014
kingso1209,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u547335568,No risk,No risk,0.0000,0.0000,0.0000,0.0000
caccio.j,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u548331340,Very High,No risk,0.0000,0.0000,0.0000,0.0014
u548573445,No risk,No risk,0.0000,0.0000,0.0000,0.0001
yonoperdono,No risk,No risk,0.0000,0.0001,0.0000,0.0001
chuchoo1478,No risk,No risk,0.0000,0.0001,0.0000,0.0002
manolosebastian,No risk,No risk,0.0000,0.0000,0.0000,0.0000
tofipress,No risk,No risk,0.0000,0.0000,0.0000,0.0000
johnson_carl,No risk,No risk,0.0000,0.0007,0.0000,0.0002
eestrujachuchas2077,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u266637514,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u548322135,Extreme,No risk,0.0000,0.0002,0.0000,0.0010
dong222,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u557126812,No risk,No risk,0.0000,0.0007,0.0000,0.0004
salvasoles,No risk,No risk,0.0000,0.0000,0.0000,0.0000
logturner,Extreme,No risk,0.0000,0.2837,0.0028,0.0048
darksentinel61,Extreme,Extreme,0.0571,0.8670,0.0154,0.0303
7lazypanda7,Extreme,Extreme,0.0476,0.9365,0.0133,0.0368
storm.phanto,Extreme,No risk,0.0001,0.5022,0.0317,0.0083
wobblyunicorn4,Extreme,No risk,0.0001,0.5319,0.0281,0.0095
frog.exerunning1,Extreme,Extreme,0.0052,0.7887,0.0004,0.0059
u378686626,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u482820970,No risk,No risk,0.0000,0.0000,0.0000,0.0000
steel.shadow0,Extreme,No risk,0.0000,0.0384,0.0025,0.0349
cyber.knight-76,Extreme,No risk,0.0000,0.0528,0.0022,0.0835
iron5shadow,Extreme,No risk,0.0000,0.1211,0.0011,0.0054
milravenfield,Extreme,Extreme,0.0378,0.8996,0.2295,0.0679
stormcroft,Extreme,Extreme,0.0311,0.8486,0.2977,0.0937
u485275485,No risk,No risk,0.0000,0.0000,0.0000,0.0000
derek_keyes2,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u552469063,No risk,No risk,0.0000,0.0000,0.0000,0.0000
scottyf,No risk,No risk,0.0000,0.0000,0.0000,0.0000
kvasb00st,Extreme,No risk,0.0001,0.2429,0.3864,0.0244
lurgrevlinggy,Extreme,No risk,0.0001,0.2406,0.3075,0.0250
sethg2188,No risk,No risk,0.0000,0.0000,0.0000,0.0000
vimstorskk,Extreme,No risk,0.0000,0.0464,0.0012,0.0051
5kartoplyaelite,Extreme,No risk,0.0000,0.0655,0.0007,0.0044
u327004058,No risk,No risk,0.0000,0.0000,0.0000,0.0000
smilenderevy,No risk,No risk,0.0000,0.0000,0.0000,0.0000
fredy25937675,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u161172969,No risk,No risk,0.0000,0.0000,0.0000,0.0000
lanfairmont,Extreme,No risk,0.0000,0.4167,0.0010,0.0101
u394993429,No risk,No risk,0.0000,0.0000,0.0000,0.0000
ndby97,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u12322438,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jacthompson,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u174384809,No risk,No risk,0.0000,0.0000,0.0000,0.0000
patironstone,Extreme,Extreme,0.0310,0.9561,0.2035,0.0807
andreblackmo,Extreme,Extreme,0.0305,0.9582,0.3207,0.0654
u551661041,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u436846960,No risk,No risk,0.0000,0.0000,0.0000,0.0000
luke_patterson,Extreme,No risk,0.0001,0.3528,0.3895,0.0246
fjelld0nut,Extreme,No risk,0.0001,0.1994,0.3878,0.0246
razzie22,No risk,No risk,0.0000,0.0000,0.0000,0.0000
rebel.m0tion,No risk,No risk,0.0001,0.0000,0.0002,0.0074
frost-blade3,Extreme,Extreme,0.0029,0.9031,0.7249,0.0124
night3fury3,Extreme,Extreme,0.0002,0.8366,0.0841,0.0615
viking7marsh,Extreme,Extreme,0.0000,1.0000,0.0009,0.0252
hawkrid,Extreme,No risk,0.0000,0.4534,0.0007,0.0076
zaydmarsh,No risk,No risk,0.0000,0.0000,0.0000,0.0000
