user_name,true_risk,predicted_risk,vh_proba,extreme_proba,high_proba,low_proba
chocohomie,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u555594772,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u529610374,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u424781649,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u145759200,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u61724504,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u517405228,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u498604276,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u550833035,No risk,No risk,0.0000,0.0000,0.0000,0.0000
cali-horndog,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u466295373,No risk,No risk,0.0000,0.0000,0.0000,0.0000
dan01589640,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u400347804,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u286049307,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u215061952,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u482925006,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u395661311,No risk,No risk,0.0000,0.0000,0.0000,0.0000
chuckles231,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u532073630,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u486387826,No risk,No risk,0.0000,0.0000,0.0000,0.0000
blinkigirl69,No risk,No risk,0.0000,0.0000,0.0000,0.0000
brockthejock99,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u408031974,No risk,No risk,0.0000,0.0000,0.0000,0.0000
mindbullets,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u120800856,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u23398008,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u95451398,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u554338213,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u53181010,No risk,No risk,0.0000,0.0000,0.0000,0.0000
cristovinho,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jimmjones,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u496446989,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u218115866,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u50536668,No risk,No risk,0.0000,0.0000,0.0000,0.0000
fanboi4,No risk,No risk,0.0000,0.0000,0.0000,0.0000
fl407gators,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u170720079,No risk,No risk,0.0000,0.0000,0.0000,0.0000
goldeneye293,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u538854108,No risk,No risk,0.0000,0.0000,0.0000,0.0000
vulpes1023,No risk,No risk,0.0000,0.0000,0.0000,0.0000
asheeeeeeeee,No risk,No risk,0.0000,0.0000,0.0000,0.0000
nevets6789,No risk,No risk,0.0000,0.0000,0.0000,0.0000
claudiogervasio,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jamesblack21,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u410051933,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u103887226,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u529678663,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u97176877,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u429433712,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u145928305,No risk,No risk,0.0000,0.0000,0.0000,0.0000
emjay.pal,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u535059642,No risk,No risk,0.0000,0.0000,0.0000,0.0000
munkberry,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u407476752,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jonwod,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u142007508,No risk,No risk,0.0000,0.0000,0.0000,0.0000
nowornever22,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u150371773,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u537195748,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u128873028,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u16621705,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u219655095,No risk,No risk,0.0000,0.0000,0.0000,0.0000
locostax1,No risk,No risk,0.0000,0.0000,0.0000,0.0000
bigcountry328,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u411960490,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u477902231,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jessrom73725687,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u466993559,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u282921757,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u282905905,No risk,No risk,0.0000,0.0001,0.0000,0.0000
u309699570,No risk,No risk,0.0000,0.0000,0.0000,0.0000
ubba_wookie,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u158270370,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u21004102,No risk,No risk,0.0000,0.0000,0.0000,0.0000
diggorey1,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u105448301,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u21293157,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u420806087,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u435090101,No risk,No risk,0.0000,0.0000,0.0000,0.0000
ankarabeylerbeyi,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u122273193,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u68510938,No risk,No risk,0.0000,0.0000,0.0000,0.0000
mostafa80450134,No risk,No risk,0.0000,0.0000,0.0000,0.0000
erosenin6ix.3,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u462911235,No risk,No risk,0.0000,0.0000,0.0000,0.0000
sperezching01,No risk,No risk,0.0000,0.0000,0.0000,0.0000
amateurcouplediary,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u23513064,No risk,No risk,0.0000,0.0000,0.0000,0.0000
ramrod1812,No risk,No risk,0.0000,0.0000,0.0000,0.0000
f69axxx,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u491071569,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u114932303,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u260342930,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u558251997,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u154855663,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u541403819,No risk,No risk,0.0000,0.0000,0.0000,0.0000
therealdoublea9,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u461852001,No risk,No risk,0.0000,0.0000,0.0000,0.0000
razhkal,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u219873248,No risk,No risk,0.0000,0.0000,0.0000,0.0000
theduke1016,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u28866867,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u300189012,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u36261020,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u420938574,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u36059447,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u434199143,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u98941104,No risk,No risk,0.0000,0.0000,0.0000,0.0000
bluntsfavfeet,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u478745539,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u432779892,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u181347389,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u386163964,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u34829286,No risk,No risk,0.0000,0.0000,0.0000,0.0000
badnedv1,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u429238943,No risk,No risk,0.0000,0.0000,0.0000,0.0000
francesdel792,No risk,No risk,0.0000,0.0000,0.0000,0.0000
reelsben,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u144634485,No risk,No risk,0.0000,0.0000,0.0000,0.0000
wvkiller28,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u90283403,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u310341094,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u226918338,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u443129230,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u31440493,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u333187938,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u296736440,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u18342944,No risk,No risk,0.0000,0.0000,0.0000,0.0000
authenticbooty,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u186101973,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u442257716,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u269129514,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u23002767,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u559012943,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u384875335,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u414948747,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u300741229,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u561289104,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u483695859,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u17227398,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u20198998,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jimihendrix69,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u96189508,No risk,No risk,0.0000,0.0000,0.0000,0.0000
allagirlwants,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u23010993,No risk,No risk,0.0000,0.0000,0.0000,0.0000
chazzif,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u486547537,No risk,No risk,0.0000,0.0000,0.0000,0.0000
xropes69,No risk,No risk,0.0000,0.0000,0.0000,0.0000
weejaykay009,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u514079130,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u23158273,No risk,No risk,0.0000,0.0000,0.0000,0.0000
hoebobaggins,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u549868977,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u495083454,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u22552401,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u478719461,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u362132806,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u63001003,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u506907528,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jruiz96m,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u523416616,No risk,No risk,0.0000,0.0000,0.0000,0.0000
dbearzz,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u184630823,No risk,No risk,0.0000,0.0000,0.0000,0.0000
super666dark,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u282202239,No risk,No risk,0.0000,0.0000,0.0000,0.0000
naenae91,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u477559356,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u9807222,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u502732646,No risk,No risk,0.0000,0.0000,0.0000,0.0000
minaaakal,No risk,No risk,0.0000,0.0000,0.0000,0.0000
lonelychris86,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u235689270,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u370925368,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u183115010,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u511839009,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u380190192,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u33316964,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u266519841,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u467374629,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u212631781,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u13541186,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u142108882,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u28757865,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u531493457,No risk,No risk,0.0000,0.0000,0.0000,0.0000
slndr37,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u543048416,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u534489855,No risk,No risk,0.0000,0.0000,0.0000,0.0000
scooops,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u525685975,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u384476460,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u112133413,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u161724401,No risk,No risk,0.0000,0.0000,0.0000,0.0000
angrylion11,No risk,No risk,0.0000,0.0000,0.0000,0.0000
lukec1234567,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u340367730,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u219967352,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u164384620,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u434869889,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u418747506,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u80340571,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u542624304,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u394766526,No risk,No risk,0.0000,0.0000,0.0000,0.0000
thickfatcock34,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u495232534,No risk,No risk,0.0000,0.0000,0.0000,0.0000
dmanrocker,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u520434405,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u175966770,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u374579234,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u211002634,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u504499180,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u302775854,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u229671818,No risk,No risk,0.0000,0.0000,0.0000,0.0000
levibb5150,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u561672012,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u182249679,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u75376343,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u500651730,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u483625252,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u531954212,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u550901083,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u162586791,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u529167647,No risk,No risk,0.0000,0.0001,0.0000,0.0022
u529167205,No risk,No risk,0.0000,0.0001,0.0000,0.0028
alexandrud238,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u382877861,No risk,No risk,0.0000,0.0000,0.0000,0.0000
mickel_angelo,No risk,No risk,0.0000,0.0000,0.0000,0.0000
whiteizgr8,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u523676117,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u529663343,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u529803901,Extreme,No risk,0.0002,0.0512,0.0001,0.0153
u526451407,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u508024561,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u529804344,Extreme,No risk,0.0002,0.0640,0.0001,0.0565
frank_dakota588,No risk,No risk,0.0000,0.0000,0.0000,0.0000
onlyrochyrdto,No risk,No risk,0.0000,0.0000,0.0000,0.0000
wooofff91,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u69793370,No risk,No risk,0.0000,0.0000,0.0000,0.0000
timoteoast,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u132694261,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u398096587,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u349617214,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u419355098,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u273148968,No risk,No risk,0.0000,0.0000,0.0000,0.0000
twhgd,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u429941873,No risk,No risk,0.0000,0.0000,0.0000,0.0000
meenca,No risk,No risk,0.0000,0.0000,0.0000,0.0000
gvive,No risk,No risk,0.0000,0.0000,0.0000,0.0000
richie320,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u545756712,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jayjayofomegle,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u538428153,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u34428213,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u152801550,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u393811043,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u103584357,No risk,No risk,0.0000,0.0000,0.0000,0.0000
tomriddlex,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u25802184,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u50631585,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u21326082,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u279601207,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u491344872,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u488061864,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u222504912,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u447891259,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u14031749,No risk,No risk,0.0000,0.0000,0.0000,0.0000
alexdulee99,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u454035065,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u494730971,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u50917972,No risk,No risk,0.0000,0.0000,0.0000,0.0000
amirnewpage,No risk,No risk,0.0000,0.0000,0.0000,0.0000
bsimpg,No risk,No risk,0.0000,0.0000,0.0000,0.0000
lucygirl1990,No risk,No risk,0.0000,0.0000,0.0000,0.0000
johnny75512,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u76537938,No risk,No risk,0.0000,0.0000,0.0000,0.0000
billyhere,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u517568065,No risk,No risk,0.0000,0.0000,0.0000,0.0000
mihaidiesel,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u175174481,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u547601517,No risk,No risk,0.0000,0.0000,0.0000,0.0000
yeahman4004,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u546121685,No risk,No risk,0.0000,0.0000,0.0000,0.0000
masonhelmsley3,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u548343612,No risk,No risk,0.0000,0.0000,0.0000,0.0000
darvin1428,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u541453050,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u544309338,No risk,No risk,0.0000,0.0000,0.0000,0.0000
sierraharvest,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u549250390,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u534814803,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u478948625,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u546086489,No risk,No risk,0.0000,0.0000,0.0000,0.0000
crumblewasp82,No risk,No risk,0.0000,0.0000,0.0000,0.0001
savannahpop,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u547227658,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u478762734,No risk,No risk,0.0000,0.0000,0.0000,0.0000
ol_frost72,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u85874124,No risk,No risk,0.0000,0.0000,0.0000,0.0000
shadedrip304,No risk,No risk,0.0000,0.0000,0.0000,0.0000
alksuuu,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jesuisaaalllleeexxxiisss,No risk,No risk,0.0000,0.0000,0.0000,0.0000
ethanbu70913384,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u545976995,No risk,No risk,0.0000,0.0001,0.0000,0.0000
u541695973,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u537576000,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u550384829,No risk,No risk,0.0000,0.0000,0.0000,0.0006
u541816760,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u537575626,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u542987783,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u546845460,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u529959330,No risk,No risk,0.0000,0.0000,0.0000,0.0000
l2pla747,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u527185759,No risk,No risk,0.0000,0.0000,0.0000,0.0000
noir245,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u529958926,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u546716527,No risk,No risk,0.0000,0.0000,0.0000,0.0002
u550560707,Extreme,No risk,0.0000,0.0000,0.0000,0.0000
u527401546,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u538635346,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u550393127,No risk,No risk,0.0000,0.0000,0.0000,0.0009
u545149370,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u548337230,No risk,No risk,0.0000,0.0000,0.0000,0.0000
rhonda000,No risk,No risk,0.0000,0.0000,0.0000,0.0000
bitaalyibylar11,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u541685796,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u550562583,No risk,No risk,0.0000,0.0000,0.0000,0.0011
skipy185,No risk,No risk,0.0000,0.0000,0.0000,0.0000
saramatic76,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u550279221,Low,No risk,0.0000,0.0000,0.0000,0.0000
u546086826,No risk,No risk,0.0000,0.0000,0.0000,0.0001
egor292,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u542002430,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u541662088,No risk,No risk,0.0000,0.0000,0.0000,0.0000
patriciagorilla514,No risk,No risk,0.0000,0.0000,0.0000,0.0001
u546846997,Low,No risk,0.0000,0.0000,0.0000,0.0000
u547042600,Extreme,No risk,0.0000,0.0000,0.0000,0.0001
u545582360,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u547039000,Extreme,No risk,0.0000,0.0000,0.0000,0.0002
u546705603,Low,No risk,0.0000,0.0000,0.0000,0.0009
taylorhack0,No risk,No risk,0.0000,0.0000,0.0000,0.0001
u546079363,Extreme,No risk,0.0000,0.0000,0.0000,0.0000
stevesanchez197,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u545149070,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u545978124,No risk,No risk,0.0000,0.0001,0.0000,0.0000
u543424694,No risk,No risk,0.0000,0.0000,0.0000,0.0000
titaniumhurricane3,No risk,No risk,0.0000,0.0000,0.0000,0.0001
u545972605,No risk,No risk,0.0000,0.0000,0.0000,0.0001
u538632187,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u537555954,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u548524822,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u542208734,No risk,No risk,0.0000,0.0469,0.0000,0.0000
premiumpython,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u527412147,No risk,No risk,0.0000,0.0225,0.0000,0.0000
u536840446,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u543006364,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u543855293,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u542214191,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u536446848,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u550136502,No risk,No risk,0.0000,0.0000,0.0000,0.0000
outlawtech8,No risk,No risk,0.0000,0.0000,0.0000,0.0000
sinistersurge,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u526195571,No risk,No risk,0.0000,0.0000,0.0000,0.0000
grant9977,No risk,No risk,0.0000,0.0000,0.0000,0.0000
homosend,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u300536028,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u532584348,No risk,No risk,0.0000,0.0000,0.0000,0.0000
j0wha256,No risk,No risk,0.0000,0.0000,0.0000,0.0016
u68379452,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u377612502,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u112672169,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u481905907,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u532578768,Extreme,No risk,0.0000,0.0001,0.0000,0.0000
u546708882,Low,No risk,0.0000,0.0000,0.0000,0.0000
u532578150,Extreme,No risk,0.0000,0.0001,0.0000,0.0000
u545350691,No risk,No risk,0.0000,0.0000,0.0000,0.0000
lbgzxz,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u543000020,No risk,No risk,0.0000,0.0000,0.0000,0.0001
u542484024,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u550280858,No risk,No risk,0.0000,0.0000,0.0000,0.0000
deathfelix,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u158025510,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u543258187,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u541996877,No risk,No risk,0.0000,0.0000,0.0000,0.0000
goldenflash430,No risk,No risk,0.0000,0.0000,0.0000,0.0000
crispysilver,No risk,No risk,0.0000,0.0000,0.0000,0.0000
band6band9,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u532584333,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u543884642,No risk,No risk,0.0000,0.0000,0.0000,0.0000
dariusnight0039,No risk,No risk,0.0000,0.0000,0.0000,0.0000
don_osprey_d0,Extreme,No risk,0.0000,0.0000,0.0000,0.0000
u527171776,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u527407032,Extreme,No risk,0.0000,0.0000,0.0000,0.0000
u545569992,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u549819231,No risk,No risk,0.0000,0.0000,0.0000,0.0002
mistytennis,No risk,No risk,0.0000,0.0002,0.0000,0.0000
u550681354,Extreme,No risk,0.0000,0.0003,0.0000,0.0057
valentinapereira10,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u550681353,Extreme,Extreme,0.0000,0.9768,0.0000,0.0208
u545957846,No risk,No risk,0.0000,0.0000,0.0000,0.0000
bowlingfly,Low,No risk,0.0000,0.0000,0.0000,0.0001
sandy6348,No risk,No risk,0.0000,0.0030,0.0000,0.0000
u542215583,No risk,No risk,0.0000,0.0000,0.0000,0.0000
jerry_explore_66,Low,No risk,0.0000,0.0000,0.0000,0.0011
everett_vintage_ch,Low,No risk,0.0000,0.0000,0.0000,0.0005
u548792251,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u547950057,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u545829692,No risk,No risk,0.0000,0.0000,0.0000,0.0000
xe6863,Low,No risk,0.0000,0.0000,0.0000,0.0010
u544298643,No risk,No risk,0.0000,0.0000,0.0000,0.0000
eliteabraham2,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u442038748,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u532319265,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u95041557,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u543887226,No risk,No risk,0.0000,0.0000,0.0000,0.0000
u543264882,No risk,No risk,0.0000,0.0000,0.0000,0.0001
puretracker8,No risk,No risk,0.0000,0.0000,0.0000,0.0000
